Date,Open,High,Low,Close,Adj Close,Volume
2024-04-08,91.2300033569336,91.58999633789062,91.12999725341797,91.37999725341797,91.06096649169922,37879800
2024-04-09,91.87000274658203,92.36000061035156,91.83999633789062,92.2300033569336,91.90800476074219,32537000
2024-04-10,91.19999694824219,91.30000305175781,90.05000305175781,90.22000122070312,89.90501403808594,74368900
2024-04-11,90.37999725341797,90.44000244140625,89.51000213623047,89.80999755859375,89.49644470214844,65751200
2024-04-12,90.63999938964844,90.94999694824219,90.27999877929688,90.29000091552734,89.97476959228516,47869400
2024-04-15,89.22000122070312,89.26000213623047,88.5199966430664,88.88999938964844,88.57965850830078,55993100
2024-04-16,88.05000305175781,88.58000183105469,87.79000091552734,88.30000305175781,87.9917221069336,45103200
2024-04-17,88.87000274658203,89.37999725341797,88.45999908447266,89.27999877929688,88.96829986572266,57947000
2024-04-18,89.23999786376953,89.2699966430664,88.58999633789062,88.83000183105469,88.5198745727539,43839500
2024-04-19,89.38999938964844,89.38999938964844,88.91000366210938,89.1500015258789,88.83875274658203,44808000
2024-04-22,88.68000030517578,89.12000274658203,88.6500015258789,89.0,88.68927764892578,24969000
2024-04-23,88.7300033569336,89.54000091552734,88.55000305175781,89.02999877929688,88.71916961669922,27222700
2024-04-24,88.55999755859375,88.62999725341797,87.5,88.4000015258789,88.09136962890625,48986800
2024-04-25,87.45999908447266,87.9000015258789,87.33999633789062,87.77999877929688,87.4735336303711,49282600
2024-04-26,88.25,88.61000061035156,88.05000305175781,88.23999786376953,87.93193054199219,31589800
2024-04-29,88.66000366210938,89.0199966430664,88.4800033569336,88.9800033569336,88.66934967041016,39228600
2024-04-30,88.41999816894531,88.7300033569336,88.0999984741211,88.22000122070312,87.91200256347656,41054700
2024-05-01,88.5999984741211,89.20999908447266,88.23999786376953,88.55999755859375,88.55999755859375,59679500
2024-05-02,88.20999908447266,89.01000213623047,88.02999877929688,88.94000244140625,88.94000244140625,58925400
2024-05-03,89.93000030517578,90.12000274658203,89.2699966430664,89.83999633789062,89.83999633789062,50066100
2024-05-06,89.87000274658203,90.25,89.66999816894531,90.19000244140625,90.19000244140625,23856200
